Layer,Name,GEOID,Population,Longitude,Latitude,MCD_2020-2024,MCD_2020-2024_se,EMP_2020-2024,EMP_2020-2024_se,EKW_2024,EKW_2024_se,RITB_2022,RITB_2022_se,EKR_2024,EKR_2024_se,ADI_2023,ADI_2023_se,HDX_2020-2024,HDX_2020-2024_se,INC_2020-2024,INC_2020-2024_se,PCI_2020-2024,PCI_2020-2024_se,POV_2020-2024,POV_2020-2024_se,SLA-S_2020-2024,SLA-S_2020-2024_se
Census tract,Tract 7001,17031700100,3326,-87.69530910,41.75359350,26.273458445040216,6.508058901934303,58.17694369973191,8.268373928660653,14.5,,63.0,,72.08,,62.0,,48.03956157681814,,81091.0,12441.9452887538,28287.0,2086.93009118541,6.331360946745562,2.2446233915738287,31.28834355828221,15.682042027866968
Census tract,Tract 7002,17031700200,6554,-87.72378400,41.75298930,35.768514539464256,4.791496226016501,42.744592465262855,2.8712334469307037,13.58,,54.0,,72.08,,59.75,,86.38159751622918,,82451.0,19760.486322188448,24676.0,1970.820668693009,17.044151376146786,5.22927654512848,26.955074875207984,9.308062320790993
Census tract,Tract 7003.01,17031700301,5762,-87.73171170,41.74562250,26.149845603770515,3.9677414850735824,54.36372501218918,5.456015779032512,14.28,,63.0,,68.72,,54.333333333333336,,80.02634302380281,,95654.0,6382.370820668693,27067.0,1700.303951367781,8.142369575816675,2.8946041644092544,25.0,7.348900772017772
Census tract,Tract 7003.02,17031700302,5662,-87.73130640,41.73836520,17.021657419008413,3.747461826094204,53.64238410596026,3.7093752479678566,14.12,,47.0,,70.4,,53.25,,76.54059648132468,,91693.0,9559.270516717324,34497.0,3581.7629179331307,6.03185967424378,2.0614117246586243,23.634336677814936,7.088336544147606
Census tract,Tract 7004.01,17031700401,5822,-87.71203550,41.74553720,28.96183445892885,3.933876104023371,47.98178105858332,3.290346942099014,14.92,,72.0,,72.08,,54.75,,75.04704111393357,,87824.0,17114.285714285714,32338.0,3044.984802431611,12.800376943615518,4.524974498778014,17.131474103585656,4.676609692125385
Census tract,Tract 7004.02,17031700402,4082,-87.71182340,41.73823020,23.657870791628756,5.100244914729063,60.66120715802244,4.41279271226553,14.89,,57.0,,72.08,,51.333333333333336,,66.07512465895192,,87232.0,9748.936170212766,37028.0,5334.34650455927,11.67728237791932,4.463082427849486,21.19205298013245,5.015977329446771
Census tract,Tract 7005.01,17031700501,6912,-87.69034230,41.74621330,35.77345985841241,8.718231109546494,48.27534267208917,9.086048567508037,13.75,,81.0,,72.08,,64.16666666666667,,67.56162385925299,,66300.0,12989.05775075988,30915.0,5249.240121580547,15.077571923482452,4.1207915810787465,24.75328947368421,7.986652538123143
Census tract,Tract 7005.02,17031700502,2978,-87.68876830,41.73885220,21.79239200515796,5.6436347906921664,58.25274016763379,5.344419905110154,11.75,,72.0,,72.08,,51.5,,60.518393075548026,,83125.0,16125.227963525836,37669.0,4439.51367781155,5.880441845354126,4.066069216377875,32.754342431761785,13.174462331078649
Census tract,Tract 7101,17031710100,1015,-87.64197130,41.75339180,48.40425531914894,7.9174932897997,34.46808510638298,6.224392935088534,13.0,,97.0,,72.08,,74.0,,94.71022673816915,,30795.0,4520.9726443769,26410.0,3359.2705167173253,34.57446808510639,6.215194581161448,32.94117647058823,13.72625481438387
Census tract,Tract 7102,17031710200,4635,-87.65142520,41.75511310,42.6278563656148,6.49290257697536,30.68552774755169,7.163149550205495,12.17,,82.0,,72.08,,77.0,,91.38794806661022,,37587.0,10943.465045592706,25114.0,3065.6534954407293,31.28400435255713,8.082792235146483,58.35616438356165,11.77167338670169
Census tract,Tract 7103,17031710300,1424,-87.66110570,41.75404850,19.830508474576277,6.873309849191006,50.25423728813559,7.777368048897342,16.83,,79.0,,72.08,,80.0,,65.34833944867815,,55536.0,12289.969604863221,32881.0,4628.571428571428,20.16949152542373,7.801424883467414,15.384615384615383,2.618697465614113
Census tract,Tract 7104,17031710400,5424,-87.67093280,41.75391840,45.29930928626247,10.787316506170065,30.96699923254029,1.5441847061672402,12.39,,68.0,,72.08,,79.0,,97.15989274626024,,46727.0,8004.863221884499,25365.0,3012.158054711246,36.62701458173446,8.967664529525555,31.516936671575845,8.26761810078012
Census tract,Tract 7105,17031710500,4036,-87.67078740,41.74753160,39.25667828106853,5.214874141010225,37.72357723577236,7.206146112492729,12.54,,82.0,,72.08,,76.5,,87.09427039232288,,38456.0,12142.857142857143,21952.0,2128.87537993921,29.456790123456788,5.567725593169374,23.52941176470588,9.845503864518264
Census tract,Tract 7106,17031710600,1706,-87.66094340,41.74766000,48.06996381182147,4.591821642081248,25.090470446320868,6.515949913927823,11.25,,78.0,,72.08,,73.5,,87.55880139241697,,52500.0,21646.200607902734,32051.0,4010.9422492401213,22.01447527141134,6.060492642630883,65.28735632183908,17.503185764796747
Census tract,Tract 7107,17031710700,3420,-87.65688400,41.74711000,33.073270013568525,5.979984574947578,43.89416553595658,7.635941655998699,13.58,,80.0,,72.08,,79.25,,89.46631856242355,,35946.0,6869.908814589666,26451.0,4101.519756838906,32.39484396200814,9.720262064690967,58.86850152905198,13.049801576528854
Census tract,Tract 7108,17031710800,4804,-87.64881260,41.74783660,54.09903431271831,6.289887705856009,29.771933429217174,4.612394509061754,14.22,,73.0,,72.08,,81.83333333333333,,93.27664879104336,,40191.0,8735.562310030395,19654.0,2146.504559270517,28.42170160295931,6.19454033711602,36.02150537634409,8.616586731259778
Census tract,Tract 7109,17031710900,1942,-87.63968930,41.74214610,58.08469682386911,12.740121146382686,32.723772858517805,0.7621441369349234,14.5,,76.0,,72.08,,77.0,,94.24922382162008,,54125.0,9466.869300911854,23807.0,3812.7659574468084,38.93166506256016,14.57487521735327,48.03921568627451,11.202597416173417
Census tract,Tract 7110,17031711000,3058,-87.64858110,41.73964360,50.7165837964317,10.450229117704126,33.51857268207078,5.167146857553962,12.22,,81.0,,72.08,,72.0,,95.2029824066234,,51010.0,12339.817629179332,25385.0,3562.310030395137,36.15092132202398,6.392959780247369,25.225225225225223,4.879471043713348
Census tract,Tract 7111,17031711100,2499,-87.65830020,41.73950160,36.85436893203883,5.475573042578,44.46601941747573,6.182251760186364,12.83,,70.0,,72.08,,72.66666666666667,,96.90704675886724,,50139.0,16179.331306990882,29223.0,3601.823708206687,24.776699029126213,7.038289719752302,48.24797843665768,9.653763902821899
Census tract,Tract 7112,17031711200,4687,-87.66982520,41.74055610,29.658452226545613,6.8063615743180605,58.084738434932994,10.365141856484978,13.46,,68.0,,72.08,,71.5,,80.68609464672123,,62872.0,4319.148936170212,26801.0,2222.4924012158053,18.56895806312149,3.8660992949000987,39.916405433646815,8.2047995548015
Census tract,Tract 7113,17031711300,1462,-87.66728550,41.73350440,27.622841965471444,8.758618809778655,34.9269588313413,5.4558867988777555,13.25,,75.0,,72.08,,61.5,,84.79631197666761,,67478.0,10527.051671732523,31205.0,4152.58358662614,12.151394422310757,3.773034292970823,17.429193899782135,3.6555708256637813
Census tract,Tract 7114,17031711400,2394,-87.65211680,41.73366140,42.88922155688623,9.074220961794023,41.35479041916168,8.01990045354064,14.0,,67.0,,72.08,,72.33333333333333,,76.07959356,,64615.0,10052.27963525836,25017.0,3258.358662613982,19.68562874251497,9.17551452547762,20.20460358056266,6.448175554645742
Census tract,Tract 7115,17031711500,2372,-87.63868880,41.73244020,34.624468587623994,3.9613790155274686,45.914029286726496,6.982707000768571,11.0,,87.0,,72.08,,79.0,,82.74296735346692,,56677.0,21324.620060790272,27619.0,2533.738601823708,19.508738781294284,5.416281373887213,16.129032258064516,1.949320305852417
Census tract,Tract 7201,17031720100,3344,-87.67473550,41.72761640,13.657542224810715,9.852750353408622,73.44205008736168,9.812174920100686,14.5,,4.0,,72.08,,23.666666666666668,,59.0330699,,149803.0,15921.580547112462,63017.0,8468.69300911854,13.508771929824562,10.040420956180949,12.481203007518795,3.1238051829628124
Census tract,Tract 7202,17031720200,4131,-87.66605450,41.71304170,15.615305067218202,4.08651693222341,66.02895553257497,9.64727338260781,14.89,,37.0,,72.08,,37.666666666666664,,48.7686988427886,,125600.0,11134.954407294832,57397.0,5463.22188449848,4.117009750812568,1.3110390478357579,16.551724137931036,4.094657409909167
Census tract,Tract 7203,17031720300,3637,-87.67714390,41.71391980,5.68445475638051,2.2145388187007375,74.0139211136891,3.3803624178087617,14.29,,24.0,,72.08,,29.75,,16.717235864145263,,153048.0,19493.009118541035,74913.0,6978.723404255319,2.9872389791183296,1.2037293500019093,25.14395393474088,10.963869062677574
Census tract,Tract 7204,17031720400,1961,-87.68666860,41.70999180,4.307213284898807,1.8260863945282035,81.05864037363779,5.715040323089486,14.83,,31.0,,72.08,,38.5,,10.016229184307084,,124625.0,10482.066869300912,63647.0,10204.255319148937,2.4402907580477677,1.5012101031252283,30.37037037037037,9.158974766423334
Census tract,Tract 7205,17031720500,2086,-87.68910110,41.70283530,5.648854961832061,2.1497206665533644,83.91857506361323,5.042222214351399,16.08,,17.0,,72.08,,33.0,,10.556025966694891,,120789.0,18216.41337386018,62210.0,7397.568389057751,0.0,0.4021748377765919,30.23809523809524,4.72055882201497
Census tract,Tract 7206,17031720600,1691,-87.67720700,41.70277640,8.74485596707819,3.793885642732112,78.44650205761316,4.489366554169416,16.42,,14.0,,72.08,,19.5,,23.07013830087497,,160489.0,10702.127659574468,66237.0,7952.58358662614,5.195473251028806,3.0273329873462402,23.14814814814815,9.924145292325672
Census tract,Tract 7207,17031720700,3073,-87.66513880,41.70310710,23.74787052810903,8.046700551725413,62.52129471890972,8.788841854961094,11.83,,54.0,,72.08,,33.0,,32.28431649261454,,87188.0,31018.23708206687,52939.0,6990.881458966565,9.40374787052811,5.644776920485438,39.57446808510638,11.262494691783626
Census tract,Tract 7301,17031730100,2462,-87.63842560,41.72519520,28.17531305903399,8.054065112954353,56.48479427549194,3.989067493840551,11.33,,75.0,,72.08,,76.66666666666667,,78.67155894251576,,70000.0,9376.29179331307,32334.0,3241.337386018237,20.03577817531306,8.225931840426195,34.33628318584071,8.690472470519603
Census tract,Tract 7302.01,17031730201,5627,-87.65790160,41.72686250,40.625543006081664,11.044615567004374,47.73240660295395,8.522206084541605,11.83,,83.0,,72.08,,68.0,,76.82166713707781,,39734.0,14742.857142857143,26675.0,4346.504559270516,21.176470588235293,10.011823396548312,13.6226034308779,6.482737597116199
Census tract,Tract 7302.02,17031730202,2893,-87.64854250,41.72642990,37.76536312849162,16.45073768931648,45.69832402234637,5.803057125453271,12.17,,67.0,,72.08,,58.0,,45.29118449524885,,79824.0,9981.155015197568,31373.0,4982.370820668693,5.074399084318962,2.112419451950649,17.073170731707318,7.232694345080265
Census tract,Tract 7303,17031730300,1046,-87.66456670,41.72746930,29.28637627432808,4.896513792014376,52.82669138090825,4.934793132493669,15.5,,58.0,,72.08,,81.0,,77.82952300310471,,63333.0,15858.966565349543,25015.0,3409.726443768997,9.89433237271854,4.508348786282473,29.166666666666668,8.164973461970629
Census tract,Tract 7304,17031730400,3386,-87.65264790,41.71784080,29.017473503294184,8.23807775439368,50.73044972787167,6.592869773157689,14.42,,37.0,,72.08,,67.25,,77.10508984852761,,82642.0,15622.492401215804,37192.0,4489.36170212766,22.91196388261851,9.571726217557062,33.276740237691,8.260478225160336
Census tract,Tract 7305,17031730500,4220,-87.63813770,41.71426530,30.759773789033684,9.923849935494184,49.91394148020654,6.4186120097503405,12.92,,82.0,,72.08,,80.75,,66.88658387430614,,70082.0,6891.793313069908,36670.0,5703.343465045593,13.154659454143102,3.643723900680422,23.68148914167529,8.523071548835125
Census tract,Tract 7306,17031730600,3254,-87.65048570,41.71060030,43.03642485460667,10.584405075123433,45.66880930517294,4.586931368982251,12.11,,61.0,,72.08,,65.66666666666667,,67.34876281870355,,72583.0,9115.50151975684,31919.0,9262.613981762917,12.396694214876034,4.399344255972556,35.294117647058826,7.312377170287611
Census tract,Tract 7307,17031730700,2281,-87.65007930,41.70308170,32.66832917705736,6.773259347533812,42.244389027431424,2.3366685709524235,14.67,,43.0,,72.08,,74.0,,80.52027472010538,,54167.0,16361.094224924012,31494.0,3404.255319148936,18.658598083711546,6.9787336405676506,23.99103139013453,3.8997443888838954
Census tract,Tract 7401,17031740100,3234,-87.69860830,41.69728590,2.93040293040293,1.02637017662186,81.31868131868131,4.779734341927553,15.42,,25.0,,65.56,,43.5,,14.282858218082604,,107500.0,12730.699088145897,56899.0,4346.504559270516,4.562104562104563,1.9707660220447927,30.019120458891013,14.666900901724137
Census tract,Tract 7402,17031740200,5830,-87.71270570,41.70470170,7.138242894056848,1.7863838384090045,80.02260981912144,3.42850005253781,13.83,,40.0,,43.79,,39.0,,28.958509737510585,,129207.0,5787.234042553191,48795.0,1643.7689969604862,5.509499136442142,1.4348441775439553,39.38832252085264,7.02245063328472
Census tract,Tract 7403,17031740300,4869,-87.71072330,41.69506940,9.625261556020543,3.93392268953074,78.96138482023967,6.7424726933451815,14.07,,5.0,,33.75,,37.6,,35.64540408316869,,118717.0,11702.73556231003,54717.0,3417.0212765957444,5.412077478161793,3.8878218219591676,43.14345991561181,17.25981483056223
Census tract,Tract 7404,17031740400,4695,-87.71931580,41.68723910,13.679860809047412,5.921521194193812,72.72727272727273,5.32777365860512,13.33,,42.0,,49.43,,41.0,,21.911750870260608,,89250.0,18000.0,49388.0,4525.227963525836,5.698129621574598,1.3196961002002345,33.33333333333333,10.501731430405849
Census tract,Tract 7501,17031750100,3736,-87.65202830,41.69583450,29.82131854590265,6.769968637929644,48.76771410967344,4.207938600267035,12.79,,92.0,,72.08,,72.0,,76.16897168124942,,54443.0,15420.060790273556,37585.0,3853.495440729483,19.879898862199745,7.3328858918948985,32.976190476190474,7.393215228658085
Census tract,Tract 7502,17031750200,3024,-87.67142470,41.69566470,23.091912958752843,6.171241802808157,65.54075998700877,6.831903130581321,14.08,,23.0,,72.08,,57.5,,42.10414902624894,,87273.0,23350.759878419452,53472.0,4788.449848024316,7.340045469308216,3.054091846386886,25.31824611032532,6.037730872631362
Census tract,Tract 7503,17031750300,2470,-87.68617260,41.69539110,8.263136782992378,1.964022412868907,76.05294825511432,6.564734416877537,15.28,,23.0,,72.08,,38.0,,31.295277072161067,,102689.0,29455.927051671733,53179.0,7374.468085106383,8.054772452678211,2.453389415591343,37.677725118483416,12.631867560222979
Census tract,Tract 7504,17031750400,2909,-87.68507100,41.68565660,12.412476129853596,5.538200258781306,81.031190324634,5.62979940842115,15.28,,5.0,,72.08,,41.333333333333336,,16.44792548687553,,113088.0,7260.182370820668,48605.0,3496.048632218845,3.0602486452024227,1.8630578014797767,38.19095477386934,8.998183383505552
Census tract,Tract 7505,17031750500,5618,-87.67123340,41.68461540,33.815198280914245,5.927429141979451,47.294393436218016,5.0294863231160365,14.08,,34.0,,72.08,,60.25,,80.17334650484523,,62500.0,9482.674772036475,32156.0,3966.565349544073,22.406720062512207,7.690229736928664,36.1005331302361,7.29425940672366
Census tract,Tract 7506,17031750600,3420,-87.65204930,41.68863120,40.34573688836801,6.9268247959491855,42.51391737474363,6.714128286399287,13.54,,87.0,,70.46,,77.0,,85.08091071596576,,45682.0,7341.641337386018,23282.0,2718.54103343465,38.36662749706228,9.153637836242716,41.42259414225941,10.9126588062827
Census tract,Tract 7608.01,17031760801,4403,-87.84484950,41.98348670,21.523730224812656,5.253182461804028,56.890091590341385,5.855737213469844,15.08,,43.0,,72.08,,63.0,,51.89340483582651,,78618.0,9220.668693009118,43529.0,4148.936170212766,14.60697772173182,6.242685207850503,24.75442043222004,7.471180944594394
Census tract,Tract 7608.02,17031760802,2374,-87.84262100,41.95612680,15.219298245614036,4.1023662507925716,53.99122807017543,5.796746992786692,13.33,,36.0,,96.04,,35.0,,43.55771945,,92069.0,15713.06990881459,50166.0,4294.224924012158,5.263157894736842,2.4304818331610054,59.21787709497208,11.841878039490082
Census tract,Tract 7608.03,17031760803,6394,-87.84413560,41.97534080,23.26865883019402,3.606898066372146,46.16909786149271,7.986701856337075,14.04,,59.99378185698888,,72.08,,68.75,,22.81964436917866,,80625.0,12463.22188449848,52376.0,9837.082066869301,5.778218382665345,1.934125840492815,12.073490813648291,4.970455670891671
Census tract,Tract 7705,17031770500,4632,-87.94474330,42.00800630,38.65330848089469,5.0055361701829515,23.32246039142591,6.073565025815767,13.12,,45.0,,99.18,,99.0,,96.75533916643144,,75096.0,21197.56838905775,21066.0,1630.3951367781156,13.979496738117428,4.676286364165456,16.574585635359114,9.610006618974403
Census tract,Tract 7706.02,17031770602,4762,-87.90749730,42.01191100,13.426265590608953,4.275436386354694,49.54756664221081,5.940804801002991,12.51,,32.0,,99.55,,42.0,,82.47248094834886,,85089.0,16861.398176291794,35993.0,2655.9270516717324,2.978828163466273,2.142877615722596,20.702179176755447,7.2207730836490605
Census tract,Tract 7707,17031770700,2537,-87.86941970,41.98543570,9.914893617021276,2.346078731281103,57.40425531914893,5.7682749606269965,15.29,,3.0,,99.58,,34.0,,34.25063506,,77821.0,13813.373860182372,46774.0,4696.048632218845,9.4468085106383,2.797409331101152,42.36983842010772,7.655369504665213
Census tract,Tract 7708,17031770800,5661,-87.86642260,41.96331970,33.978752570253604,5.01885508938619,47.08704592186429,5.528877344878872,14.75,,43.0,,99.49,,50.0,,66.21860005644933,,88079.0,12922.188449848025,32345.0,4012.7659574468084,2.3817683344756686,1.240440129138766,17.538759689922482,6.604815487288919
Census tract,Tract 7709.01,17031770901,5245,-87.81686040,41.97055600,10.593737291581943,3.38300665898741,55.93737291581944,5.657541734700471,14.89,,31.99997251071132,,64.13,,39.75,,48.36179320726315,,87996.0,7770.212765957447,42564.0,3671.7325227963524,7.613798734435599,3.0951448938549957,21.335504885993487,5.9673733144536385
Census tract,Tract 7709.02,17031770902,3732,-87.83618060,41.97006020,29.455382255177703,6.567897916904298,50.08949117872666,5.479691713161383,15.67,,50.0,,57.61,,37.5,,56.91621978,,77656.0,12720.364741641337,38184.0,3441.337386018237,9.460496036819228,4.322381550552755,31.21693121693121,7.17019902157092
Census tract,Tract 8104,17031810400,5409,-87.82943870,41.98757370,10.09825327510917,3.053128242183527,68.99563318777294,5.176252502660739,15.21,,19.0,,72.08,,20.0,,12.547041113933576,,160500.0,35054.103343465045,62546.0,4102.73556231003,1.9468704512372637,0.9139576848268363,26.609029779058595,8.703151497941326
Census tract,Tract 8105.01,17031810501,5293,-87.82598630,41.96028070,8.896143644154254,1.9235303439528306,59.906141603754335,5.253850115610837,14.93,,13.0,,22.71,,37.0,,55.669630256844485,,90903.0,9928.267477203648,58749.0,6906.990881458966,4.890525885001023,1.2767360284189635,24.69374597034172,5.476081274329111
Census tract,Tract 8105.02,17031810502,5355,-87.81045920,41.95958470,26.99431505593252,6.210417907852921,55.51072803961122,6.3647701347270536,16.6,,28.0,,22.71,,41.8,,63.06802145074796,,78750.0,16152.58358662614,37121.0,3364.7416413373858,6.565193471483586,2.7335893044355895,26.147278548559232,7.167299242017844
Census tract,Tract 8106,17031810600,4949,-87.79610020,41.96422460,11.435214542380049,2.708380014286294,67.49101669837245,4.53701567445521,16.22,,33.0,,48.46,,44.666666666666664,,54.63002163891241,,83798.0,10317.325227963525,43334.0,5057.142857142857,4.629042485732404,1.8866280640167419,18.028534370946826,5.457993212322492
Census tract,Tract 8233.04,17031823304,5872,-87.70275070,41.68142960,21.432156600301155,3.949290101480988,52.91952484524008,4.644575775994723,14.67,,35.0,,57.91,,79.66666666666667,,67.16177439081757,,51662.0,6096.048632218845,33493.0,3102.127659574468,12.129878869448182,3.732200925543987,46.01412714429869,8.339006342156425
Census tract,Tract 8305,17031830500,4410,-87.71931990,41.82912460,41.280960720540406,9.993450020538615,39.12934701025769,3.5620015889374206,13.33,,27.0,,72.08,,72.66666666666667,,97.16694891335028,,78347.0,16245.592705167173,24195.0,2322.7963525835867,8.621960206337508,3.397358960292327,25.812619502868067,7.285371764867792
Census tract,Tract 8306,17031830600,4935,-87.67357380,42.00169800,18.67353509336768,6.000506234113517,41.96179437647564,1.1378717904402804,14.75,,54.0,,72.08,,49.75,,81.07065575312824,,65599.0,6072.948328267477,36182.0,2627.963525835866,16.20519424769264,4.3753797353179475,24.14578587699317,8.215982540646872
Census tract,Tract 8307,17031830700,4006,-87.66076460,41.95830350,24.6441073512252,6.378388417149039,54.725787631271885,4.641808705372482,16.46,,46.0,,72.08,,44.5,,44.52323831028319,,72050.0,11584.802431610942,56276.0,6723.404255319148,22.551789077212806,3.8395697754598586,40.86538461538461,15.05566601121932
Census tract,Tract 8308,17031830800,2405,-87.67657750,41.96514130,13.330772185939304,2.8907850321535595,70.64925086438724,6.025318374985468,16.94,,50.0,,72.08,,22.0,,2.5296359017781542,,76768.0,12953.799392097264,72955.0,6065.045592705167,5.608912792931233,2.349899940719829,84.28571428571429,11.826103355797574
Census tract,Tract 8309,17031830900,3076,-87.68490650,41.92842450,6.728192914557904,2.57903298670793,82.8818100625186,4.76317816710663,17.11,,29.0,,72.08,,21.666666666666668,,12.616426756985604,,150288.0,15882.066869300912,90281.0,11762.917933130699,8.529674917983895,4.710046214944097,13.541666666666666,6.455618978477029
Census tract,Tract 8310,17031831000,2633,-87.67699660,41.91479810,7.939119703825587,3.493600261238527,86.42533936651584,3.033702800571477,17.75,,22.0,,72.08,,7.0,,0.2916549063881832,,209904.0,15850.455927051671,142484.0,13364.133738601824,4.648292883587001,1.5051098920665782,18.446601941747574,10.840726684893587
Census tract,Tract 8311,17031831100,6697,-87.71749550,41.94285590,10.488165680473372,2.9361332975124865,55.59171597633136,4.767625590931096,14.29,,58.0,,72.08,,34.5,,22.33629692351115,,104399.0,10826.747720364741,51776.0,4531.914893617021,8.142984277662414,2.809182089514959,24.24242424242424,12.2354908204709
Census tract,Tract 8312,17031831200,4832,-87.73226000,41.91532140,26.995866869697625,3.9249729084220553,47.09593212964977,4.426751677788118,13.89,,81.0,,72.08,,50.0,,79.92050051745225,,63628.0,6842.553191489362,26903.0,2400.607902735562,11.725038068305418,3.053240696804339,10.54913294797688,5.862484197989125
Census tract,Tract 8313,17031831300,1251,-87.74425960,41.90776620,36.18320610687023,7.425864224131472,34.27480916030534,3.894526120519155,15.17,,47.0,,72.08,,49.0,,96.9387995107724,,50134.0,14246.808510638297,17864.0,4230.395136778116,30.68702290076336,21.842099319036784,19.74921630094044,16.11432400167583
Census tract,Tract 8314,17031831400,2820,-87.75608840,41.86911880,45.16509433962264,8.842243136051758,24.724842767295595,4.997828260675143,14.92,,62.0,,72.08,,68.0,,90.767005362687,,,,24760.0,5434.042553191489,29.599056603773583,12.71420132950611,34.77272727272727,16.159187522807393
Census tract,Tract 8315,17031831500,4421,-87.78800670,41.92759500,25.62202223398624,6.2984672907585555,49.55002646903123,3.4052805520671248,15.5,,73.0,,61.75,,50.5,,74.38493743531846,,87727.0,13168.38905775076,36678.0,4916.109422492401,10.561143462149284,4.697995593692778,19.101123595505616,7.626679800526187
Census tract,Tract 8316,17031831600,7745,-87.79761480,41.92561050,31.146408839779006,4.871347499013948,53.83977900552486,5.3839021565989915,14.89,,83.0,,72.08,,52.0,,79.73821620095964,,61781.0,4104.559270516717,27820.0,2157.446808510638,14.712005551700209,3.7110074662108428,33.45615327929256,7.3075023427315955
Census tract,Tract 8317,17031831700,2237,-87.74525460,41.95265370,21.497797356828197,5.386051278572805,48.89867841409692,5.184394590836989,15.69,,53.0,,72.08,,37.0,,32.10438423181861,,58875.0,12485.714285714286,50362.0,5238.297872340426,13.876651982378856,5.389210875529117,78.00925925925925,16.3900322756818
Census tract,Tract 8318,17031831800,5868,-87.71648740,41.97822380,33.939393939393945,8.049239802128055,53.48484848484848,5.719271169026081,14.58,,42.0,,56.74,,44.0,,63.13270298240662,,87470.0,15775.075987841945,40914.0,5948.936170212766,19.747309312119796,7.7596286166249575,46.99453551912568,12.701660476486351
Census tract,Tract 8319,17031831900,3040,-87.66879070,41.94516900,4.212637913741224,1.1101613108874304,82.31360748913407,4.262246759126236,17.58,,38.0,,72.08,,17.0,,1.9463260890017875,,132877.0,11396.352583586626,89090.0,7503.951367781155,10.264125710464729,3.696894184730107,17.763157894736842,12.457232932287623
Census tract,Tract 8320,17031832000,2062,-87.65429820,41.94629410,2.934898612593383,1.249366797153481,87.67342582710779,3.58592089750479,14.0,,53.0,,72.08,,19.0,,0.4786433342741556,,155000.0,10049.848024316108,99797.0,5466.869300911854,3.6819637139807897,1.207133387764738,51.51515151515152,20.53238824076912
Census tract,Tract 8321,17031832100,3410,-87.65324140,41.95282150,17.71544099064948,5.966567365645551,64.97346474601972,5.756916373730113,16.22,,43.0,,72.08,,27.666666666666668,,23.12541160974692,,96083.0,15519.148936170213,55656.0,6043.1610942249235,12.964366944655042,4.067506827099526,39.64497041420118,14.454291409374969
Census tract,Tract 8322,17031832200,3289,-87.67997460,41.92047990,11.50966936993138,4.855555165701994,77.79164067373674,6.028518967079285,16.29,,33.0,,72.08,,7.0,,0.8784928027095682,,151894.0,10086.93009118541,111942.0,10508.814589665653,8.892355694227769,4.005075620571374,22.22222222222222,19.065390544205453
Census tract,Tract 8323,17031832300,2054,-87.67278070,41.91982640,4.66321243523316,2.396424977967453,82.72884283246978,1.9256955527390196,18.83,,35.0,,72.08,,14.0,,0.6127105089848528,,110855.0,8282.066869300912,107547.0,16944.68085106383,7.512953367875648,2.8206117382883242,20.33898305084746,12.422714099152206
Census tract,Tract 8324,17031832400,3601,-87.69225650,41.91574110,10.58216231717809,3.080968569425743,79.00774304559793,2.6734092519180526,14.67,,45.0,,72.08,,19.5,,2.6331263524320256,,137883.0,10336.77811550152,83437.0,6418.237082066869,3.7283236994219657,1.116509869322457,61.74496644295302,25.965351376816624
Census tract,Tract 8325,17031832500,3334,-87.66479620,41.92223040,11.925244734500149,3.2043295640082823,78.96766538119252,4.205798056014323,18.0,,29.0,,72.08,,6.0,,5.813105654341895,,153839.0,38380.54711246201,96916.0,7087.537993920972,9.789380005932957,3.5846496458509436,50.4524886877828,13.587931429023074
Census tract,Tract 8326,17031832600,4147,-87.65446540,41.91475410,1.9518072289156627,1.1457611689394407,87.44578313253012,5.111088113869044,17.06,,27.0,,72.08,,8.333333333333334,,0.3927933013453759,,220875.0,24593.920972644377,139824.0,11471.12462006079,1.7349397590361446,0.8075017399238126,10.05586592178771,4.031321197500514
Census tract,Tract 8329,17031832900,1995,-87.66193490,41.87417510,11.517113783533766,3.9048853238066634,62.07215541165587,7.434881556368297,15.58,,47.0,,72.08,,19.0,,38.596057954652366,,83149.0,6327.659574468085,50195.0,4896.048632218845,25.948196114708605,4.836939312261544,23.134328358208958,6.834130147434945
Census tract,Tract 8330,17031833000,5637,-87.65724880,41.88528630,6.531347192666558,1.9559236117409595,87.11736781797347,4.8895673546584195,18.75,,20.0,,72.08,,10.5,,0.7773544077523755,,192016.0,25911.854103343463,136610.0,13928.267477203648,5.631036176133573,2.0010622871677204,60.60606060606061,23.71574109288414
Census tract,Tract 8331,17031833100,9493,-87.65704590,41.87907780,2.883865939204989,0.6660131614335641,90.46876739783988,2.440092040176121,18.56,,16.0,,72.08,,16.75,,0.2681343494213943,,164825.0,23039.51367781155,141574.0,13687.537993920972,7.527001447500278,1.9743308884713564,40.632603406326034,11.760484055908995
Census tract,Tract 8333,17031833300,2912,-87.65412370,41.87169450,9.708054871614491,3.499885683646526,69.01160745691172,4.5732017668418585,18.0,,29.0,,72.08,,23.0,,37.228337567033584,,91500.0,18554.407294832825,65424.0,6724.620060790274,23.304042179261863,4.062371786853341,32.028469750889684,10.78670793001442
Census tract,Tract 8339,17031833900,2333,-87.54742260,41.73103210,57.65832106038291,8.629309574821985,27.68777614138439,8.706992857353335,14.4,,70.0,,98.87,,83.0,,99.1803085897074,,35583.0,5249.848024316109,13486.0,1896.048632218845,56.85618729096989,7.787345733909048,38.961038961038966,9.64491240859049
